********************************************************************************
product = Open Liberty 20.0.0.11 (wlp-1.0.46.cl201120201014-1215)
wlp.install.dir = C:/Studia/Semestr7/NJEE/NJEE_Lab2/lab2/target/liberty/wlp/
java.home = C:\Program Files\Java\jdk-11.0.8
java.version = 11.0.8
java.runtime = Java(TM) SE Runtime Environment (11.0.8+10-LTS)
os = Windows 10 (10.0; amd64) (pl_PL)
process = 23684@DESKTOP-KMGPD7L
********************************************************************************
[10.11.2020, 20:31:24:673 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALWAYS_FORCE_SESSION_CREATION' found, using default value 'true'.
[10.11.2020, 20:31:24:674 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_MAX_TIME_EXPIRES' found, using default value '604800000'.
[10.11.2020, 20:31:24:674 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_HANDLER_CACHE_SIZE' found, using default value '500'.
[10.11.2020, 20:31:24:675 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.RESOURCE_HANDLER_CACHE_ENABLED' found, using default value 'true'.
[10.11.2020, 20:31:24:675 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.USE_ENCRYPTION' found, using default value 'true'.
[10.11.2020, 20:31:24:675 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SECRET' found.
[10.11.2020, 20:31:24:675 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALGORITHM' found, using default value 'DES'.
[10.11.2020, 20:31:24:676 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SECRET.CACHE' found.
[10.11.2020, 20:31:24:676 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALGORITHM.IV' found.
[10.11.2020, 20:31:24:676 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ALGORITHM.PARAMETERS' found, using default value 'ECB/PKCS5Padding'.
[10.11.2020, 20:31:24:676 CET] 00000023 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.SERIAL_FACTORY' found.
